time,dbservice,loginservice,mobservice,redisservice,webservice
2021-07-29 01:24:50,0.129617125,0.25688253125,0.1257162352941176,0.0041178809523809,0.7320099375
2021-07-28 18:29:40,0.1808861428571428,0.3150868214285714,0.1227481333333333,0.0046063648648648,0.8008346428571428
2021-07-23 12:16:10,0.2093202727272727,0.3555357391304348,1.0486960833333332,0.0050501428571428,1.74659975
2021-07-10 01:43:40,0.350192,0.55714895,0.2178958,0.0096324897959183,1.3650067
2021-07-08 22:32:50,0.2837476666666667,0.5221381111111111,0.2522535,0.0124676734693877,1.3961154444444446
2021-07-17 10:36:50,0.1629255714285714,0.3691153214285714,0.1303134666666666,0.0036174583333333,0.8720177857142858
2021-07-29 16:40:10,0.51380575,0.6473357083333333,0.1282209166666666,0.0060823157894736,1.1468870833333331
2021-07-28 20:53:30,0.1999772666666666,0.3261842,0.1285268666666666,0.0047845466666666,0.8118533333333333
2021-07-31 18:13:00,0.4759026666666666,0.6092744583333333,0.1075716153846153,0.0057597301587301,1.08313175
2021-07-22 02:47:40,0.1427933571428571,0.3069852857142857,0.1208832857142857,0.0036118142857142,0.8077734285714285
2021-07-04 15:20:10,0.3309331428571428,0.4233283214285714,0.1083107692307692,0.0046058636363636,0.8548231428571428
2021-07-29 05:14:40,0.1401798,0.2786208333333333,0.1318117857142857,0.0043212957746478,0.7842212
2021-07-29 20:59:50,0.1801476875,0.31136528125,0.1208441333333333,0.0046284415584415,0.7874305
2021-07-05 21:57:10,0.3238207333333333,0.4202919333333333,0.0949256428571428,0.0042429718309859,0.84424
2021-07-24 00:48:20,0.1326024166666666,0.29639244,0.9744166153846154,0.00470596875,1.6354287692307692
2021-07-24 20:35:20,0.1513246666666666,0.3151539333333333,0.1258835333333333,0.0042953157894736,0.8135263333333334
2021-07-05 09:27:50,0.6981409090909091,0.7975321363636364,0.1133702,0.0052883469387755,1.2459457272727272
2021-07-31 23:53:20,0.1249690588235294,0.278928,0.1182390625,0.0039178536585365,0.7652780588235294
2021-07-29 08:33:20,0.1250982,0.2469513666666666,0.1251908125,0.0052288354430379,0.7665751333333334
2021-07-22 11:59:00,0.2606385,0.41688095,0.1250923333333333,0.004480152173913,0.902722
2021-07-17 09:12:20,0.1470002307692307,0.3687116206896551,0.1289099285714285,0.0049484428571428,0.8741135999999999
2021-07-05 22:09:10,0.4193519999999999,0.5125645000000001,0.1136832,0.0052437499999999,0.9486352
2021-07-25 10:25:00,0.1294575,0.26966878125,0.137164375,0.0050697875,0.8003504375
2021-07-29 16:52:00,0.3124201428571428,0.4458064642857143,0.1274231538461538,0.0064590615384615,0.9431405714285714
2021-07-28 19:57:30,0.1879005625,0.3294378125,0.1178985999999999,0.0047106315789473,0.8104678750000001
2021-07-22 13:14:40,0.1468662142857142,0.3060328928571428,0.1311670714285714,0.0063367945205479,0.8428874285714285
2021-07-16 15:47:50,0.1761732142857142,0.3689620357142857,0.1368126428571428,0.0053522394366197,0.8655953571428572
2021-07-25 22:59:50,0.123252625,0.24993515625,0.1245548125,0.00486095,0.7355430625
2021-07-24 03:32:40,0.14907225,0.3519531666666666,0.2055667692307692,0.0103544032258064,1.0375780833333332
2021-07-11 06:38:40,0.3400791818181818,0.5045018636363636,0.1571578181818181,0.0101316964285714,1.1350520909090909
2021-07-21 08:41:00,0.1256636,0.2878144666666667,0.1335732,0.0043688,0.7951848666666667
2021-07-31 19:42:20,0.1548704705882353,0.2844190882352941,0.1083550625,0.0051914567901234,0.7533894705882352
2021-07-10 03:45:30,0.4129124444444444,0.6300447368421053,0.2602005555555555,0.014454,1.4588794444444444
2021-07-16 00:44:30,0.1449110625,0.355499625,0.1270715,0.0040258194444444,0.8595678125
2021-07-11 20:38:10,0.3189462307692308,0.4493452692307692,0.1279423076923077,0.0043735538461538,0.9831828461538462
2021-07-30 21:16:20,0.1264714285714285,0.2513706551724138,0.8335476666666667,0.0038283561643835,1.4387264000000002
2021-07-09 09:49:40,0.6330307777777777,0.8280220555555555,0.265947625,0.0150894615384615,1.6943392222222222
2021-07-21 05:31:10,0.135050375,0.29169453125,0.1285235333333333,0.0051268815789473,0.8012443124999999
2021-07-16 05:27:10,0.1473855555555555,0.3482298333333333,0.1328228888888888,0.0043521086956521,0.8817703333333333
2021-07-28 17:12:30,0.2545152666666667,0.3789919666666667,0.1407773571428571,0.0057870833333333,0.877034
2021-07-05 08:34:10,0.3796457692307692,0.4691555384615384,0.0953087142857142,0.0035806086956521,0.8801395384615384
2021-07-31 19:01:20,0.1232191176470588,0.2543310294117646,0.0996144705882352,0.0038784523809523,0.6940373529411764
2021-07-11 20:26:00,0.2510272857142857,0.3800993214285714,0.1373044615384615,0.0058318333333333,0.8811847142857143
2021-07-10 04:29:10,0.3641033333333333,0.5590331666666667,0.2415548,0.0130278333333333,1.3844915555555557
2021-07-11 16:12:50,0.3298919090909091,0.4586571818181818,0.1103364999999999,0.0040849803921568,0.9438613636363636
2021-07-25 11:16:40,0.1291871333333333,0.2637045333333333,0.1395121333333333,0.0050669102564102,0.7711529333333333
2021-07-23 15:04:30,0.213364,0.3680968333333334,0.1130706666666666,0.0047378666666666,0.8575503333333333
2021-07-10 05:35:00,0.3757489,0.56565595,0.2224972999999999,0.0084196734693877,1.324274
2021-07-29 01:38:00,0.1309632222222222,0.2646296666666667,0.121781875,0.00344045,0.7397243333333334
2021-07-02 18:08:00,0.4505928181818182,0.5197655217391304,0.9440464615384616,0.0043141967213114,1.8302914166666664
2021-07-09 04:14:10,0.3708844285714286,0.6325395714285714,0.335734,0.0176506279069767,1.5795121428571428
2021-07-28 02:02:30,0.1275262857142857,0.2676520714285714,0.1368895,0.004729676056338,0.8054465714285713
2021-07-11 12:41:40,0.3389363333333333,0.484017875,0.120604,0.0049381587301587,1.01207125
2021-07-10 00:49:50,0.3535931428571429,0.5684801428571429,0.2543608571428571,0.0123941621621621,1.4240932857142856
2021-07-18 09:47:40,0.1363227857142857,0.3361483214285714,0.1351291333333333,0.0047565555555555,0.8710433571428571
2021-07-29 22:29:10,0.3188176923076922,0.4522782692307692,0.1167647692307692,0.0039674153846153,0.9121386923076924
2021-07-16 07:37:20,0.1681029999999999,0.3812160357142857,0.1559414285714286,0.0054621857142857,0.929968
